,Faallo,Sun ah,Fuxshi,Goodis,Caay,Sinji-nacayb,Aan sun aheyn
,shiiqaashii maanta waxbaa kudhacay inteey islahaayen ragaan waa soon madaagalamaayaan baa aaqiro laga xirtay 8 iyo 13 dhaawac laga qabaa,1,0,0,1,1,0
,Jilbihii ima fiyowo indha buurow,1,0,0,0,1,0
,Masheege marka waxaas indha bulac,1,0,0,1,1,0
,Been badnaa anaaba jooge,1,0,0,1,0,0
,Fakatax orod badanaah,0,0,0,0,1,1
,raga iyo dumar ramadaan liido isla aada ma waalanyihiin,1,0,0,1,0,
,11bilood maa ku filnaan weysay,0,0,0,0,0,1
,Maxay xeebta kasoodoneen iyagu.,0,0,0,0,0,1
,Madaale maa tagay meesha,0,0,0,0,0,1
,Ramadan yaa is balln sade dhahy ayga,1,0,0,0,0,0
,Dadku orad badnayene cawa wala yabay,0,0,0,0,0,1
,Farxiyo Shariif Nacnac Wjd meku jirta kuwas,0,0,0,0,0,1
,Cibaado iyo calool jarid,0,0,0,0,0,1
,Meey cibaadestan meeqey taganayen war Allah ka baqa waad dhimaneysane,1,0,0,0,0,0
,Ilaa weli qofteyda meel ay ka baxday ayaa la'ahay telkeedana waa lama heli karo subxaanalah,0,0,0,0,0,1
,Mey tarawixda adaan awal,0,0,0,0,0,1
,Wuu saxan yahay ninkaan waayo anaa ka mid ahaa,0,0,0,0,0,1
,Kuwa layrta qadanayay halis bay ahayeen,1,0,0,0,0,0
,"Yaakamid ah dadkaas talow cagta wax ka dayay,",0,0,0,0,0,1
,Wa sax mar hadii ay yaaceen kuwi dhaqan xumada waday,1,0,0,1,0,0
,Ika geesisan umada badda liito ku caweysmayo,0,0,0,0,0,1
,Ano si ordayo aa kufay lugta ijaban hda,0,0,0,0,0,1
,Orodka waa u cafimad hadii waxkale dhib ka dhicin,0,0,0,0,0,1
,Dowladan ama hawada fareshka Laga qaadan Kara,1,0,0,0,0,0
,Meshaas mar aan xalay gaadhay ramadaanba lagama ogayn,1,0,0,0,1,0
,Xeebta ayaa jifaa midba isoo qoraya,0,0,0,0,0,1
,Ramadan maxaa liido geeye,1,0,0,0,0,0
,Kala cararay ka dhacday kkk,0,0,0,0,0,1
,Xabad orod laguma gare allha ha amansado,0,0,0,0,0,1
,Dadka liido so ado marne madale ma bursayo marne cidan qoqan,1,0,0,1,0,0
,Naftu orodbey kugu aminta,0,0,0,0,0,1
,Mcnha Guryhoda mee leer kawyn,1,0,0,0,0,0
,Alx ilahay wx naguma yeelin,0,0,0,0,0,1
,Ma isku afurayen wariye,1,0,0,0,0,0
,War fiican weye,0,0,0,0,0,1
,Salwa Abdullahi Hassan ma kujiraa ,0,0,0,0,0,1
,Ma badaye galeen mrkaa,0,0,0,0,0,1
,Bilyan Aadan leerta kwrn,0,0,0,0,0,1
,Soon Qaadkaan maxaa dhigay Liido,1,0,0,0,0,0
,Maxaa u Diiday cibaadada,1,0,0,0,0,0
,balaya sooshegi oga. kan waligey isagoo qayr sheega ma arag,1,0,0,1,0,0
,Ma wakhti nago la shukaansadaa mey cibadeystaan waa bil Ramadan e cidanku wey ku saxanyihiin,1,0,0,0,0,0
,Maxaa Geayey Waaba Soon Mise Soon Maba Yaqaanaan Guriga Ma leerta lagu Caba,1,0,0,0,0,0
,Macsonkor,1,0,0,0,0,0
,Soon waaye mxe ka donen ayagabo,1,0,0,0,0,0
,ANagaaba joogne xabadna ma maqlno,0,0,0,0,0,1
,Indha bulac warkaadu kala bar been waaye anagii meesha joognay xabad aanan maqlin yaa ku maqashiiyay adi kkkkk,1,0,0,1,1,0
,Ayagay utaal maxaa nagalay anaga,1,0,0,0,0,0
,Taraawiixda miyaa meesha lagu oogaayay,0,0,0,0,0,1
,Dhagtaan taagaynaa see wax unoqdeen dadkii kolay khayr mashergtid,1,0,0,0,0,0
,Video aawe he,0,0,0,0,0,1
,Qamar Naceybtir intee u carartay kkkk,0,0,0,0,0,1
,Leyrtaas aad ayey umcaantahy,0,0,0,0,0,1
,Video maka heysaa,0,0,0,0,0,1
,Maxaa liido geeyay waaba bil Ramadan mee cibaadeestaan kulaha mid agteeda fadhiyo,1,0,0,0,0,0
,Jaite Muhudin Gabow maqal majira,0,0,0,0,0,1
,Alle umadda shartooda haka qabto,0,0,0,0,0,1
,Munasar Ben mashego Ramadan Kan hala cibadesto wa talo,0,0,0,0,0,1
,Adiga maku jirtay,0,0,0,0,0,1
,Princess Naima Ahmed soo noqo Qalbi,0,0,0,0,0,1
,Ga Gaale dadkas la shegayo oo cgta wx ka dayey ma ku jirtyy,0,0,0,0,0,1
,Hassan Ali Nor Shareri Farxiyo Maxamed Kaahiye Ikraan Lucky xalay ale kama dhigiin ikraney waan ka soo ordi lahaa lee waalee,0,0,0,0,0,1
,Lido hala xiro batatanba,1,0,1,0,0,0
,Madaale aaway,0,0,0,0,0,1
,"Waa kaatufay anaa ku,afuray xeebta ilaa hadana jooga ee umada beenta kadhaaf Munasar Maxamed",1,0,0,1,0,0
,Haddii aad ujeeddo Magaca Allah Love saar,0,0,0,0,0,1
,liido gabdhaha somaliyeed gar ee ka gashay mustaqbalkooda ee ku dheeshay,1,0,0,0,1,0
,Follow isoo dheh wll Qali,0,0,,,,
,Sahra Cabdi Marayare wa ku jirtay kk,0,0,0,0,0,1
,Umada beenta kadaa liido waxbo kama dhicin,1,0,0,1,0,0
,*daawooyin dabiici ah oo cudurkasta lagu daaweeyo*,0,0,0,0,0,1
,Iskabulo miye ahaayen kuwa xabadaha riday,1,0,0,0,0,0
,Mala wada feytay,0,0,0,0,0,1
,Beenta dhaaf sxpow wax xabad ah ma maqlin ani jogo,1,0,0,1,0,0
,Ramadaankan maxaa isugu keenay.,1,0,0,0,0,0
,Kuwas waba ramadan xey maha kaso donayan bismilaah in lababiyo mahine somalidan sii kle war kuma maqlaayan war gurigiina jooga bil ramadan wye qeyrka yuuni dhafiin bismilah,1,0,0,1,1,0
,Video maka heysaa,0,0,0,0,0,1
,Kuwa Leyrta qadanaye meley kuleyrsadan miyey wayen,1,0,0,,0,0
,Meshas maxa laga qabana wa bil ramadaan,1,0,0,0,0,0
,Munasar Maxamed tan kama yelin anaa jogay cawa waxna kama dhicin,0,0,0,0,0,1
,Mey tarawiix adan marka,0,0,0,0,0,1
,Hada aan ku mucaarado shaqadaada waa tanaa hoog lee sheeg diin ha faragashanin,1,0,0,1,0,0
,Ala hada lee la afure maxa bada laga done,1,0,0,0,0,0
,Mid aan ciil u qabay oo ordaayo aan shaafto walan ku qabte ilkaha kore oo ka dhacay xabsiga dhexe aa leygu xiray,1,0,0,0,0,0
,itus bal,0,0,0,0,0,1
,Nolosheyda caawa kaliya aaday hada ayadii iyo kabaheegii meel kuma ogi,0,0,0,0,0,1
,"Hadalkaan wabeen xeebta za,id ayey ukacsaneed manta lamana aadi karin talye warka bal kuyara noqo",1,0,0,1,0,0
,Waxa xabadah furay wa aniga iyo xajiyadeyda waardiye aan wadanay si aysan jawiga noga qasin ayan ka eryanay,1,0,0,0,0,0
,xaafadoda mele ku leersadan maka wayen mase wax kala jiro hh,1,0,0,0,0,0
,Vedio ga away,0,0,0,0,0,1
,Liido io habeen wax xun leeba ka aminsanhy,1,0,0,0,0,0
,Anagaaba kaba la'aan nagu dhacdee adna mana sheegee,0,0,0,0,0,1
,Haa dawladi waxay ku dhisantaa kala dambayn,0,0,0,0,0,1
,Mobeelkeeyga 14 Pro Max aa iga dhumey intaas rooraayay!,0,0,0,0,0,1
,Kuwa layrta uso aaday wan ka xumahy,0,0,0,0,0,1
,Maxa Naga Galay Marka,1,0,0,0,0,0
,Aniga iyo qofteydi oo iska shekeysaneyno meel isku sheegno hada askartaan cawaanta ah yaa naga qabto,1,0,0,1,0,0
,Wax xeebta kudhacay hadeeysan jirin waaba Alxm,0,0,0,0,0,1
,Wa bil cibaade bal maxay ka donen Yaap,1,0,0,0,0,0
,Mac sonkor,1,0,0,0,0,0
,Alx cawa ilaha iwadin lkn hadan jogi laha ma orden ano ogan waxa leysku heysto,0,0,0,0,0,1
,Adiguba caqlaad ledahee carar maxaa dhaama War naga amu waxan War ma nooga dhigi markaa,1,0,0,0,0,0
,Waaba ramadaan orod dheraa 30 bari my sugi wayeen,1,0,0,0,0,0
,Allah ugargaaro dadka meeshaas ku sugna lkn saxib cidda musiibo un kuso tabisa iga qaleeya ku dheh wadno xanuun joogto ah kama bixi karne,0,0,0,0,0,1
,Legend Maa runba Munasarow,0,0,0,0,0,1
,11 bilood bad iyo xeeb taagneedeen bax naga nasta,1,0,0,0,0,0
,wax xaliimo calool kuus Ah oo mesha ku kufay majiraan an Dabiib iyo Dabsaar iskugu dareeee hhhhhhhhhhhhh,1,0,0,1,0,0
,Ku macaanaa ciidan kaas abaal marin halasiiyo,1,0,0,0,0,1
,"Cawaa anigow afur iska badiye ayaa haddana leygu daray inaa ordo kadibna waan matagay,,,,!",0,0,0,0,0,1
,Ayadoo Dadku ay wada mashquulsanyihiin Hadana waxaa jira Qof wanaagsan oo Qoraalkeyga Aamusnaan ku Aqrinaayo abaayo iyo aboowe waxan kaa codsanayaa inaad followda Illa dhaafin,0,0,0,0,0,1
,Mehaas maa dhawaqa xabad kanasanaysa,0,0,0,0,0,1
,Orad lamafillaan ah Waxkamac majiro,0,0,0,0,0,1
,Lido Warkeda iga Xer indha Bulucow,1,0,0,1,1,0
,waa ramadaane mey cibaadeystaan,1,0,0,0,0,0
,Waxaa war miyaa ka dhiganesa waaa yab Xabada dhacaday waa lacararry laso istage,1,0,0,0,0,0
,Kkkk maxaa kabo lumay,0,0,0,0,0,1
,Ciidankaas shaqo fiican bay islaamka u qabteen,0,0,0,0,0,1
,Subxnlah,0,0,0,0,0,1
,Waan ku jiraa qofteyda wa kala dhumney.,0,0,0,0,0,1
,Son ka xita max xebta jam ka dhigay warkan ma la huba horta indho buurow beena boqol kenty,1,0,0,1,1,0
,O cdaa,0,0,0,0,0,1
,Ethopia isha kuhaaya,0,0,0,0,0,1
,Halakala buriyo qaa imiinta,1,0,1,1,0,0
,Iaamin bada ayaan galay anoo xabad iceersaneso,1,0,0,0,0,0
,Leer≈ khalad weeye,1,0,0,0,1,0
,Laydh=sax,0,0,0,0,0,1
,Abgaal iyo murusade waye,1,0,0,1,1,0
,Munasar Maxamed waba u so socdaye lakin bila naag ba ahaye,0,0,0,0,0,1
,Way ii sawirmeen ayagoo kala cararaaya,1,0,0,0,0,0
,Mohamed Muhudin Hassan,0,0,0,0,0,1
,Apdi Rizakh Ali Hassan,0,0,0,,0,1
,Abdirahman Abdullahi Hussein … See more,0,0,0,0,0,1
,Waxba kama dhicin been beenale,1,0,0,1,0,0
,Madaale Hawl adag buu haya lkn Ramadaanka bis miyey xaaran tahay oo bilaha kale islaam lama aha miyaa ?,1,0,0,1,1,0
,"Baga dee
waa Ramadan maxey la caweynayaan",0,0,0,0,0,1
,Aniga Aya hada juuga waxna ma maqal iska hibi,0,0,0,0,0,1
,"Ewelba Maa saalada la,aado",0,0,0,0,0,1
,Naaago qooqan ayaa meshas iskugu imaaday dheh nh leerta ad kahadlesid mxa wye micnaha langabow,1,1,0,1,1,0
,Masha Allah,0,0,0,0,0,1
,Xeebtii miya hadanah. Diblo furaay madalee. Iskobee halodhiboo.,1,0,1,0,0,0
,Iga tag dheh,1,0,0,0,0,0
,Alx wax badan ayaan ku duceys tay in la imtixaano lamana yaasha liido ado,1,0,0,0,0,0
,"Kobaheyga io Mobile keyga Xeebta ugaso cararay roor
aan kaaraan ku imid iga tag dheh
jawige Naga qasen Aqas dheh",1,0,-,1,0,0
,Anaa ka mid Ah nafteyda laso cararay,0,0,0,0,0,1
,Qaabkee? Nio hadal shactiro leh baa nala wadagTay,0,0,0,0,0,1
,Muxudiin ABuukar Sapriye Mukhtar Apukar Hussein Apďùĺłahì Mòhàmèď Hùśèìñ Nuur Xasan Axmed Shaafac Meesha maka cararteen xarfaaney,0,0,0,0,0,1
,Armay qaar bada quuseen.,0,0,0,0,0,1
,Qabkee  uleyrsanayeen kaso hadal wariye,0,0,0,0,0,1
,Kkkk xamar mash ruuc kama dhamaado goobihii dalxiiska miyaa tag taag kawadaan,1,0,0,1,1,0
,Xasbunalaah,0,0,0,0,0,1
,Liido........!,0,0,0,0,0,1
,War adeerayaalow hada ninkaan muxui noosheega waa ramadaane Inaa iska aamusto ayaa dhaanty,1,0,0,0,0,0
,kkkk,0,0,0,0,0,1
,Dabeetana maxaa dhacay,0,0,0,0,0,1
,Illaa Hada ma cararin ANi nio wan Taganahay,0,0,0,0,0,1
,May taraawiixda aadaan sheeko idin dishay dheh,1,0,0,0,0,0
,Qoftayda la socday yaa arkay canayad iyo taraxad cadaan xidhnayd iyo kabo madow,0,0,0,0,0,1
,Munasar Maxamed adi qoftaada mesha  majogty,0,0,0,0,0,1
,Sxbteyda aan isla fadhiney waan kasoo cararey,1,0,0,0,0,0
,Hon Abdullahi Samow Mohamett kuwas ma ku jirty,0,0,0,0,0,1
,Munira Mohamud Afrah,0,0,0,0,0,1
,Cumeyro Cabdikarim Cali,0,0,0,0,0,1
,Sacdiya Ahmed Hussein ,0,0,0,0,,
,Qofteydiban usi wadaaye tala isiya gari racana ayada qabte,0,0,0,0,0,1
,Sawiro makahaysa an isla aragne?,0,0,0,0,0,1
,ale ben bada naaa ana afur ki ila hada joga wax ka dhacay ne ma leh,1,0,0,1,0,0
,Waa Wadan asaga dhan fooda iyo Argagixiso nimo kudhisan!!,1,0,0,1,1,0
,Saacaan iyo Leersi Xeebta Liido... way ku fiicneed arinta ku dhacday,1,0,0,0,0,0
,Liido ka joog waa diiday maahoo?,1,0,1,0,0,0
,Meeshaas halis waaye Zuuro Abdi Mire,1,0,0,0,0,0
,Ramadaan xataa ma liido la adaa subxaanalh,1,0,0,0,0,0
,way ku macdahay,1,0,0,0,0,0
,Beenta feerahaa ha ii gelin eebow anigaa joogay waxna ma arkine,1,0,0,1,0,0
,soonka xitaa qoryaha malis kawata aan soo afurno lee ama lagu soo balamay hhh,1,0,0,0,0,0
,Maxaa dhahday,0,0,0,0,0,1
,"Culeys walbo oo ku heysto allaha kaa qaado hadii aad ii tabato #fallow,,da mahadsanid",0,0,0,0,0,1
,Rabi hanaga dhigo dadka maalinta qiyaame jannada lagu casuumo aamiin aamiin waa Bil Ramadan,0,0,0,0,0,1
,War ani io qofteyda cagaha waxa ka dayney alxamdulilaah,0,0,0,0,0,1
,Ilahow taajir Naga dhig ani iyo qofka qoralkeyga aqrinaayo,0,0,0,0,0,1
,Telegramka muuqaalkii [vedio-gii] waa kasoo weynay,0,0,0,0,0,1
,Hawiye sida ugu dhakhsaha badan haloo kala gaadho,1,0,0,0,1,0
,Ramadan xitaa liido malagu leersanaa,1,0,0,0,0,0
,Bajaq walba aniga bey online i thy mrka laga reebo hal bajaq aan habenki dabsaro,1,1,0,1,0,0
,Shib iska dheh inaa ordi karo ma moodi jirin lkn cawa ogaaday,0,0,0,0,0,1
,Adoo leer doontay wadnaha halagu jaro xanunwaye,1,0,1,0,0,0
,Xeebta in ay isku wasaan bay raben nagaha qola shiiqaal ah baa Ramadankii liido wardiyeya cid isku fuuli kartoh malahan meshas,1,1,0,1,1,0
,Waan ugu talo galney Xabadaha kala socda oo Tarawiixda taga 11 bilood baad waan laydhsaneyna ku hayseene,1,0,0,0,0,0
,War cidankuna Hanasto Adinkuna Nasta Oo Joojiya Munkarka Reer Xamarow!!,1,0,0,1,1,0
,Iska qaadanayey,0,0,0,0,0,1
,Aniga joogo wax sida u wayn ma ahan Munasar Maxamed,0,0,0,0,0,1
,Hadalkii fahad yaasiin baa sax noqday in mahad salaad katirsan yhy khawaarijta al shabaab ayaa bilaabay xasuuqa shacabka Somaliyeed iyo Saraakiisha ciidamada xooga dalka Somaliyeed,1,0,0,1,1,0
,Waa arin wanaagsan,0,0,0,0,0,1
,Been badanaa,1,0,0,1,0,0
,Video kama heeeno,0,0,0,0,0,1
,Wiilsha comment ku jira dhn wa wada tuugooyin wayo waxy sheegya wilka suu wx u xadi lahaa,1,0,0,1,0,0
,War qof tusina like isar san hadhow uarko dadoww,0,0,0,0,0,1
,Dadka inta ku jira kuligood xariifiin mee ahaayeen Albaabka muu sii furto,0,0,0,0,0,1
,"heesti faduumo xasuusty raag iyo dumar laysma dhaamo beerta lagu waada jira""",0,0,0,0,0,1
,Waxa aan soo tabiyaa quraan iyo muxadiroyin iyo muuqaalo kobcinaayo iimaankaaga ee fadlan nugu dheeri gili kalamka Alle #follow na soo dheh walal,0,0,0,0,0,1
,"Qofkan beenlowga ah, miyaanad Rabbi ka xishoonayn. aaway ninka la qabtay, iimaan laawe beenta hunguri ku raadi waad heliye.""",1,0,0,1,0,0
,Tuug mahe Waa odagi rerko sodahay kadibna albaabka lagu adkeeye,0,0,0,0,0,1
,Albabka inu sii furto xita bir yar ku adiyo ahed sii dadka wadada marayo aysan u arag albabko balaqan asne bumo yar so xirto korkana saliid so marsado tooshyar Oo daciifana so qado kan tuug magalo mahan,1,0,0,1,0,0
,War Kan tuug maahee waa odaygii xaafada oo laga xirty albaabka,0,0,0,0,0,1
,Albabka waa la sakaturadeye,0,0,0,0,0,1
,vidogu Waa aniga odayga reerka ah oo qayilaad kuso habsaamay adeer ee iga qaad mesha,1,0,0,1,0,0
,Maxey tahay tuuga dharka wato kuwo inta so Dhar dhigtan olyo isku so shuban si an loqanin Kan xata kabihi iskam dhigin,1,0,0,1,0,0
,Dadkaan beenta ku shaqeesanayo ayaan la yaabay bal intaan umad maxaad beenta ugu soo gudbinesaa,1,0,0,1,0,0
,Qabriga maxaad u diyaarsatay,0,0,0,0,0,1
,Istaqrulh maxa I tusaY waa cabsanooyaa,0,0,0,0,0,1
,Away hee,0,0,0,0,0,1
,Guddoomiyaha Xisbiga Midnimada Shanta Soomaaliyeed Mudane Cabdifitaax Daahir Warsame Kaariye( Fitaax Sheeno )#Dadku wuxuu qiimo leeyahay markuu dalku qiimo leeyahay. #Dalku wuxuu qiimo leeyahay markuu dowlad qiimo leh leeyahay. #Dowladu waxay qiimo lee… See more,0,0,0,0,0,1
,ALLA Albaabkii muu sii furan Nacas,1,0,0,1,0,0
,Roman Gabriel waba dollar caadi eh kan,0,0,0,0,0,1
,Professional tuug mahan kan albaabka muxuu usiiifuran waayay si hadii uusoocararo horay uuu ugu booodo sorry inaaan usiiisheego mahayne kuwa dambe,1,0,0,1,0,0
,Kani tuug mhin waa reer akhiraad,1,0,0,1,0,0
,Warkan tuug ma ahan Waa Cunugii Curadka ahaa oo soodaahay Inta Albaabka Laga Furi diiday,0,0,0,0,0,1
,Culeys walbo oo ku heysto allaha kaa qaado hadii aad ii tabato,0,0,0,0,0,1
,Ala albabaka mow furtoo,0,0,0,0,0,1
,wa aniga tuug ma ihi naag an jeclay ayaan islaha la baxso i amina iyaduna waxay idhahday bari subaxa ayan isla baxasanyna iska seexo caawa,1,0,1,0,0,0
,Kan tuug fcn maha moo irida sii furto xagee ka bixi rabyaa hadii lasoo bursado,1,0,0,1,0,0
,Cunugaan tuug ma ahan ee wuu nojilayaa sbb astamaha tuuga oga ma jedno,0,0,0,0,0,1
,Alla mxa meshan tuugo qalin japiyey comments soo xariiqaya,1,0,0,1,0,0
,Ha iso marinina,0,0,0,0,0,1
,Waa.qof guri ka xirmay,0,0,0,0,0,1
,Deg Deg wa laqabtay,0,0,0,0,0,1
,Kani tuug nacas weeyi mrka kowaadba albaabka la sii balaqdaa,1,0,0,1,0,0
,"albaabada balaqa si hadhoow mrkiiba aad uga boodo""",0,0,0,0,0,1
,Tuugaan waa canbaaraynaa sbbtoo ah xariif mahan umafadhido bahasha,1,0,0,1,0,0
,Wxn tuug mahan ee wa xaafadoodii oo laga so xidhay habenkii san filaayo wyoh haduu tuug ahaan lahaa albaabka ayu sii furan lahaa inta wxso qub qaci dhacaysana dibada ayu uso boodi lahaa.,0,0,0,0,0,1
,Kan tuug maaha waa inamada xaafada oo jaakidhaad tagey tuug haduu yhy albaabku si furan lahaa si aayara kabahana gacmuhuu ku sidan lahaa isaguna gees gees buu usocon lahaa si aan loo dareemin albaabada guryahana korbuu kasoo xiri lahaa si aan loogu soo… See more,0,0,0,0,0,1
,"Rag iyo dumar tuugo so wada ahan jiray mesha ku jira
lkn ninku mu albaabka furto San loqaban marku so cararo",1,0,0,1,0,0
,Wa kenya,0,0,0,0,0,1
,tugyada qaar camiro ayaa gurigan ku dhagan kuma fikiran haben waxaa arkay tuug beco xadayo marka aan arkay wax yar ka dib maxaa dhacay midka saxibkisa la socdo ayaa arkay isagoo dhahayo kab ku sii garaca aniga qaa sii baxaa ilee mesha koronto ayaa imad… See more,0,0,0,0,0,1
,War kas tuug mahan moxo albabka usi fura waye hado tuug yahay waxas anaga dha dhece siin Miya,1,0,0,0,0,0
,Dhibka kasta alle hakaa dulqaado wll halmar #fallow noo taabo wll,0,0,0,0,0,1
,"Tuug ma ahan waa wiil dhalin yaro caweysi kuso daahay walidkiisa ka baqaye cml, guurigeena qofkii so dahayo aniga la ii balansan jiray daqada lee jag jag lasinay aniga albabka ka furayo aniga leejo ka gadi jiray iyo jimcaha bada la ii ken jiray, aan ka… See more""",0,0,0,0,0,1
,Kan Tuug maahan,0,0,0,0,0,1
,"Kanu wa doqon xagu rabay inu kabaxo hadhow
iska dhaafa cawa ugu horeysee !",1,0,0,1,0,0
,Tugnimada iyo aqliga kala saara,0,0,0,0,0,1
,War Waa Aniga Qofkaaz TuugNa maahi.. Duqa ii dhaarzaNaa Waana so daahe.. Marka inaa Kor kzoo boodo iga TuzTe i AamiNa kkkkk,0,0,0,0,0,1
,Kuligiin tuug baa wada tihiin,1,0,0,1,0,0
,War waa mid Ciyaar soo daawasho kusoo daahay oona albaabka garaaci karin Oo darbiga si farsameysan kaga galaya hadii uu albaabka garaaco waxey xiligaan aad socotaa baa ladhahayaa cabtooy maa tahy,1,0,0,1,0,0
,Kan inlaqawanaayo mxaa diidaayo ileen sharuudaha tuuganimada wuu khilaafay markuu soobooday albaabka ween inuu furo oo uu diyaarsado ayey eheed si markii lasoo bursado uu aifudud uga baxsado goobta,1,0,1,0,0,0
,Dadka dhahaya muu al-baabka sii furto miyee u jeedin inoo quful ku xeran yahay al-baabku,0,0,0,0,0,1
,Haduu tuug yahay albabku sii furi laha Ee waa qof xafada oo soo daahay,0,0,0,0,0,1
,"Kan tuug xariif maahan
anaa kaga roon",1,0,0,1,0,0
,War kan tuug maaha ee waa wiilkii cida oo banaanka kusoo daahay odaygiina ka baqaaya,0,0,0,0,0,1
,Dadka comment gaa bixinayaa waa wadaa tuug,1,0,0,1,0,0
,Xariif ma ahn kan meel irida sii furto haduu tuug fcn yhy bal mxa iga galy,1,0,0,1,0,0
,Kan tug mahan tuk an albab kisifuranen waxay wiil ki rerka osodahay weye,0,0,0,0,0,1
,Albaabka horta sii furo aayar hana wada balaqin,0,0,0,0,0,1
,kan tuug ma ahan,0,0,0,0,0,1
,Been badana Tuug wax tur turaya o sharqamaya muxu aha war Tuug ma ahane wa wiil xafadoda albabka laga xirtay o darbiga kaso dhacay,1,0,0,1,0,0
,Hhhh maaha tuug waa cunug albaabka laga xirtay intuu soo daahay,0,0,0,0,0,1
,Wllhi kan muxuu xariif yahy ani cml waye kwrn intaan sheko ku soo daaho ayan kala bar habenkii iman jirey,0,0,0,0,0,1
,Tuug xariifa maahan hda iyo kow ayu qarabashadada bilaabaya kwrn albaabka mu sii balaq do hadhow gas siiyo markay xaaladu xumaato,1,0,0,1,0,0
,Tuugnimada Aya ku cusub step one al-babka inu sii furta la rabay Baahasha experience wayn ayey u baahanthy,1,0,0,1,0,0
,"war guriga halke horay uga gashay hadhaw se ku baxi lahyd baa lasi iclaamiya waxa dhici karta alababka in quful ama si kale uxiran yhy niyow xariif ka tihiide shaqadan waqti badan gale kolba waxab… See more""",1,0,0,1,0,0
,Dadka beenta ka daa waa anoo ciyaar soo daawanayay oo albaabka la iga xidhay,1,0,0,1,0,0
,Hhhhhh waa iska sidaan Marka ad caweys kusoo daahdid xaliimadaadana xanaaq la seexto ee niiclaha beteriga laga bixiyo,0,0,0,0,0,1
,Albaab muxu sii furtaaa adinka bananka ka ilaalinesan bajajta socoto iyo dadka xiliga xun socdan,1,0,0,1,0,0
,"waa koo so dhaqso laga kari wayay o ciyalka xafada ah""",0,0,0,0,0,1
,Kan xafada ayow katirsanyahy e tuug maha,0,0,0,0,0,1
,Oo muu albabka further haduu xirn yhyn isu yar balqo hadaa furi weydan wa laysk laabta intii lagu dhebiyeyn lahaa,0,0,0,0,0,1
,Kan tuug bila.caqli ah weeye,1,0,0,1,0,0
,Dadku waa wada tuugo ileen muxu albaabka ufuran waayay kulaha,1,0,0,1,0,0
,Cosob Siciid ,0,0,0,0,0,1
,Hamda Qaali is ilali hh,0,0,0,0,0,1
,Tuug doqon ah waaye kan.waxan maqli jiry tuugadu waxa ogu horeeya ay sii furtaan albaabka waaye.kan wuuna isoga tagay.,1,0,0,1,0,0
,War kan xariif maaha muu albaabka iska sii furo intuusan gudaha u sii galin qolalka daa hala qabtee nacaska,1,0,0,1,0,0
,Thanx for nothing.,0,0,0,0,0,1
,Kuwan soo wada qoraya albaabka muxu usii furan waayay Waa Tuuge hala xidh xidho,1,0,1,1,0,0
,WAXAAN KUU HAYAA GAARI IIB AH SPACIO LAST MODEL HADII AAD U BAAHANTAHAY LUUQA IGALASOO HADAL,0,0,0,0,0,1
,War kn tuug hadu yahay lama qaban kn,0,0,0,0,0,1
,War waxan walan eega mad odhatid camera da lagu qabtay action ban sugayne,1,0,0,1,0,0
,Waa wareeray mesha xariifiin baa ku jira kulaha muu sii balaqo kulaha waryaya waa is garanaysane dahabka iga xadeen iso cesha,1,0,0,1,0,0
,Danyerka iyo raga waxa isku magaca loga dhigay way isku egyihin,1,0,0,1,1,0
,WAR ANAA ARKAYE ODAYGA GURIGA OO QAYILAAD KUSOODHAAHAY WEYE,1,0,0,1,0,0
,Abdilaahi Deko adi miya neo tugas,1,0,0,1,0,0
,Tuug maahan waa mid baloooni kusoo daahay,0,0,0,0,0,0
,Kan koo xariif mheen wlah,1,0,0,1,0,0
,Intuu ba ayaa badan tuug,1,0,0,1,0,0
,Tugu dhiritlr badana bisinke,1,0,0,1,0,0
,War umadan commentiga wada qoraysaa mawada tugay ahan jiren acudu tatikadi wax lo xadi jiray bay wada hayan,1,0,0,1,0,0
,Aaway isagoo laqabanyo,0,0,0,0,0,1
,Dadka meshan wax ka qoraya maa wada tuuga,1,0,0,1,0,0
,Malaha waa xajigii reerka oo Albabka lagu dhagaystay kani tuug uma Eko indho adkidisa isagoo dhinacba eegin aqalka ku sii maqiiqan,1,0,0,1,0,0
,Kuwo meeshaan kulahaa albaabka muu iskasii yara furo Mxee wax badan soo dhaceen,1,0,0,1,0,0
,Tuugii la qabtyba waa aniga,0,0,0,0,0,1
,Kan tuug maahe amaa albaabka laga xirtay,0,0,0,0,0,1
,"Tuugu marka ma reerku lasexanaya muxu albabka isga sii furi wayey
inkastoy jiran qaar tuug nacasa oo aan kaso kalaba aragney intuu gedhka ka so dhacay anan alabab ka furan ded lagu soo baxay",1,0,0,1,0,0
,Soomaaliyeey tuugooy,1,0,0,1,1,0
,Tuugooy isku wada timidee,1,0,0,1,0,0
,Teda kle tuug keli scoda ma jiro labo labo usocdan weys cawiyaan albaabkana wuu si furta eygu ala tuug miyan maqli kr anigu ibarakaciyey ee,0,0,0,0,0,1
,Ninaan saliid marsanayn albaabkuna diyar u ahayn kabana wato tuug wayn maaha waa tuug faqiireed,1,0,0,1,0,0
,Kkkkkkkkkkk kan tuug maahaa,0,0,0,0,0,1
,Tuug kii ahay xaa geesi nimaaa,0,0,0,0,0,1
,Comments wada akhriyay tuuga baa halkaan kabuxda,1,0,0,1,0,0
